# 3D Systems, Inc.
# New Model
-50.5615883 -28.1253979 -82.2647512
-50.8842692 -35.2230035 -81.7851424
-51.4078885 -22.6217713 -85.2578357
-51.5257306 -23.1291968 -85.1174816
-51.7262779 -23.1065210 -85.5336785
-50.9117916 -36.8157476 -83.7616548
-50.7640652 -37.2611992 -83.4314004
-50.8479699 -37.0133594 -83.5868195
-50.7755466 -29.7974478 -86.0777348
-50.6243855 -36.0247865 -81.9921046
-50.6281033 -35.6986970 -81.7836598
-50.6577976 -28.6766607 -84.9368051
-50.6842211 -28.0950665 -85.1773843
-51.1280000 -27.6909992 -84.9329978
-50.7401042 -28.3181109 -87.1322826
-50.6244116 -28.3275973 -86.8783742
-50.5961739 -28.3676218 -86.8657753
50.8054346 -50.9566106 -14.5225544
50.8158393 -50.7878326 -14.3656097
50.9695634 -50.9933680 -14.3833207
-51.0899201 -30.4300599 -88.6193067
-51.0660000 -30.4540005 -88.1780013
-51.0190018 -30.4559991 -88.7549967
-50.9476662 -29.8881177 -88.6612609
-50.6484620 -28.7145879 -82.1163431
-50.6678149 -33.8385515 -81.2919140
-50.7896058 -34.6028581 -81.5215483
-50.6848991 -33.0597237 -81.2768787
61.5544841 -14.9584385 10.6441686
60.9531552 -15.2157126 10.5712889
61.3211244 -15.0827933 10.2420393
61.0469058 -15.1812034 10.2022216
-50.6419390 -34.7934738 -85.1299763
-50.8542508 -36.2706296 -84.3050703
-50.6975837 -36.6179608 -84.0440169
-50.4629984 -34.7549990 -83.4280029
-51.1099994 -35.3090018 -83.3669975
-50.4439995 -35.5679989 -83.2490027
-50.7449657 -30.4277595 -81.6523135
-51.0540009 -30.7960007 -88.6360034
-50.6620072 -35.9406099 -84.6458003
-50.3299981 -36.4346839 -84.4315290
-50.7757440 -31.4880051 -85.5512097
-50.2341390 -35.5652086 -85.0952044
-50.2152033 -36.0813402 -84.8158598
-50.7792272 -32.0061259 -85.4584575
-50.6276190 -32.4255303 -85.5238438
-51.4747724 -22.4500988 -85.6958777
-50.9269461 -30.3247813 -88.0546048
-50.7400744 -30.1013160 -87.8643692
-50.6370291 -30.5246543 -87.9820362
-51.1988252 -22.8940696 -84.7774222
-50.8119538 -31.2440339 -88.8679624
-50.5932830 -31.2787369 -88.1029740
68.1906492 -12.7948951 9.6110171
68.7716529 -12.7542689 9.5286518
68.5055032 -13.2345259 9.3835732
68.7862262 -13.0803250 15.5848702
69.1103637 -12.9613997 15.4325422
69.2948252 -12.9061081 15.8278383
49.6486016 -49.5779142 48.8677733
49.4796187 -49.1628200 48.9887856
49.2664017 -49.4492501 49.3967496
-50.6439060 -37.6251116 -83.2687989
-50.6649986 -29.1040000 -86.5319967
-50.7016890 -29.7467429 -87.7085105
-50.6259985 -29.7919996 -88.6050016
60.2418147 -3.1549807 29.7844186
60.9247014 -3.4297786 29.4435266
60.6869832 -2.8813288 29.2735267
-50.6864712 -32.3347189 -81.3033953
-50.9307534 -28.5701007 -87.7715349
-50.3609590 -29.0192179 -87.0249197
-50.9373844 -29.1954502 -88.0036205
