# 3D Systems, Inc.
# New Model
-56.0613200 -23.3980753 -81.8426609
-56.2050007 -23.2299995 -82.6819986
-56.1583042 -23.3067814 -82.1117312
-55.9704266 -24.7593410 -81.1707452
-55.5500537 -34.3585014 -82.3732466
-54.7610484 -35.1922698 -82.5289935
-55.5124916 -34.8735303 -82.5345442
-55.0599992 -36.9709991 -82.8810036
-54.8983291 -35.3137143 -82.5736150
-55.2871265 -36.1578129 -82.7841610
-55.9748337 -29.2262193 -82.8218460
-55.5600822 -24.5695543 -80.8348805
-55.5350371 -25.3989864 -80.5879235
-56.0284927 -29.7550093 -81.3925639
-55.8639467 -29.6398290 -80.9627175
-55.7988584 -29.1969199 -80.6561261
-56.2460013 -27.9970001 -82.5209990
-55.7457395 -28.6794212 -83.0369294
-55.7119995 -28.0590001 -83.1459984
-55.5517860 -33.4522277 -82.0933431
-56.0944527 -29.8330970 -81.7341879
-55.9399985 -30.0479997 -81.8310007
-55.5563644 -26.2108985 -80.4491267
-55.6112230 -26.6078990 -80.4397985
-55.7698719 -24.0048468 -81.2467039
-48.7968326 -30.7660569 -78.5726309
57.1667850 -5.3871977 22.0019761
56.6790812 -5.4914230 21.9499022
56.8214804 -5.1482930 21.9545979
-56.1570004 -27.3230001 -82.5399980
-55.6989983 -27.3550004 -82.3839977
-55.6450002 -26.7769992 -82.5320035
-55.7229705 -23.4534889 -81.4250037
-55.7698049 -25.0313543 -83.7335140
-56.0309999 -25.3090002 -83.2829997
-55.4832816 -32.2897211 -81.7555562
-55.3061739 -32.8636840 -81.8135515
-56.1419986 -24.6040002 -82.8159973
-55.5169992 -25.3359992 -82.8170031
-55.9325293 -24.3045781 -82.8993320
-55.8078997 -24.3066158 -83.7652758
-55.6556098 -24.7485898 -83.8650763
-55.8171868 -23.9411481 -83.0206126
-55.5512384 -24.1972189 -83.1877142
-55.3318039 -24.2805295 -83.5175440
-55.6714647 -24.0126960 -83.3798274
57.3575683 -5.0591328 22.0904667
-56.0062490 -23.7523634 -83.3036900
-55.9610017 -30.2620009 -81.7480013
-55.7814538 -30.1642120 -81.1978653
-55.3749986 -31.8990014 -82.3429972
